STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNOW,SNWD,TMAX,TMIN
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-04,0,,,30.6,13.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-05,3,,,23.3,18.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-06,1.8,,,25,14.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-07,0,,,21.1,11.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-08,0,,,21.7,9.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-09,0,,,26.7,11.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-10,0,,,31.1,15.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-11,0,,,33.3,18.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-12,0,,,33.3,18.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-13,0,,,33.9,20.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-14,0,,,31.7,19.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-15,0,,,29.4,18.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-16,0,,,28.9,19.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-17,1.8,,,30,20
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-18,0,,,31.7,22.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-19,0,,,31.7,21.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-20,13.2,,,28.9,19.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-21,0,,,30.6,20
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-22,0,,,31.7,21.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-23,5.8,,,31.1,21.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-24,0,,,31.1,19.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-25,2.5,,,29.4,16.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-26,0,,,28.3,12.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-27,1.3,,,28.3,13.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-28,0,,,27.2,10.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-29,0,,,31.7,15
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-06-30,0,,,32.8,18.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-01,0,,,33.9,22.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-02,0,,,33.3,20.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-03,0,,,32.8,20
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-04,0,,,31.7,20.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-05,0,,,28.3,21.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-06,13,,,28.9,21.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-07,43.7,,,32.2,20.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-08,0,,,31.7,20
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-09,0,,,29.4,16.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-10,0,,,32.2,18.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-11,0,,,32.8,22.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-12,0,,,35,22.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-13,0,,,35.6,24.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-14,0,,,35.6,21.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-15,11.2,,,31.1,21.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-16,0,,,31.1,18.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-17,0,,,31.1,20.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-18,0,,,32.8,19.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-19,0,,,34.4,20.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-20,0,,,35.6,21.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-21,0,,,36.1,21.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-22,0,,,36.1,21.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-23,0,,,33.3,21.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-24,21.3,,,33.3,21.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-25,0,,,27.2,18.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-26,0,,,29.4,17.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-27,0,,,29.4,20
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-28,0,,,27.2,21.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-29,37.3,,,22.2,16.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-30,1,,,26.7,13.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-07-31,0,,,30,12.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-01,0,,,31.7,16.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-02,0,,,31.7,19.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-03,0,,,32.2,18.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-04,0,,,32.2,19.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-05,0,,,27.2,15.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-06,0,,,28.3,13.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-07,0,,,26.1,20.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-08,30.5,,,26.1,17.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-09,0,,,28.3,13.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-10,0,,,28.3,13.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-11,0,,,27.8,18.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-12,0,,,28.9,21.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-13,19.1,,,27.8,18.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-14,0,,,26.7,16.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-15,0,,,28.3,21.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-16,43.7,,,31.7,20
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-17,1.8,,,31.7,21.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-18,0,,,34.4,23.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-19,0,,,31.7,22.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-20,0,,,30,18.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-21,21.6,,,32.8,20
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-22,0,,,33.9,22.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-23,0,,,26.7,19.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-24,8.1,,,26.7,17.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-25,0,,,25.6,16.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-26,0,,,26.1,14.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-27,0,,,25,14.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-28,0,,,24.4,12.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-29,34.3,,,20.6,16.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-30,6.6,,,25.6,15
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-08-31,0,,,29.4,17.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-01,2,,,21.7,13.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-02,13,,,17.2,12.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-03,1,,,26.7,15.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-04,0,,,28.3,12.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-05,0,,,30,18.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-06,0,,,20,15.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-07,15,,,22.8,12.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-08,0,,,23.9,8.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-09,0,,,21.7,10.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-10,0,,,21.1,8.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-11,0,,,21.1,8.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-12,0,,,25,13.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-13,3.6,,,28.3,18.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-14,0,,,27.2,17.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-15,0,,,27.8,15.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-16,0,,,28.3,16.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-17,0,,,27.8,16.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-18,0,,,25.6,18.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-19,0,,,27.2,18.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-20,0,,,30.6,16.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-21,0,,,29.4,15.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-22,0,,,27.8,17.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-23,0,,,28.9,15
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-24,0,,,30.6,14.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-25,0,,,30,16.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-26,0,,,25.6,17.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-27,0,,,30.6,19.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-28,0,,,27.2,15
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-29,0,,,22.8,9.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-09-30,0,,,20,9.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-01,0,,,19.4,5.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-02,0,,,23.3,6.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-03,0,,,22.8,7.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-04,0,,,25.6,7.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-05,0,,,27.8,10
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-06,0,,,29.4,14.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-07,0,,,29.4,16.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-08,0,,,27.8,22.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-09,7.1,,,30,22.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-10,0,,,30,21.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-11,0,,,22.8,20.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-12,13.5,,,20.6,15
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-13,0,,,17.8,14.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-14,0,,,19.4,15.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-15,0,,,27.2,16.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-16,2.5,,,22.2,6.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-17,0,,,16.7,2.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-18,0,,,21.1,2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-19,0,,,23.9,5.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-20,0,,,25,7.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-21,0,,,24.4,7.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-22,0,,,24.4,7.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-23,0,,,24.4,12.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-24,0,,,22.2,11.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-25,0,,,18.3,7.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-26,0,,,15.6,3.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-27,0,,,21.1,0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-28,0,,,21.7,8.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-29,0,,,18.9,6.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-30,55.9,,,14.4,4.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-31,0,,,17.2,2.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-01,0,,,17.8,3.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-02,0,,,25,10
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-03,0,,,26.7,13.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-04,0,,,17.2,9.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-05,11.2,,,15,10
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-06,0,,,23.3,13.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-07,0.3,,,13.9,4.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-08,8.1,,,6.7,3.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-09,2.5,,,12.2,5.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-10,0,,,8.9,-2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-11,0,,,3.3,-5.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-12,,,,8.3,-3.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-13,7.6,,,11.1,1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-14,0.3,,,8.9,0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-15,0,,,11.7,-2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-16,0,,,16.7,3.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-17,0,,,11.7,-2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-18,0,,,16.7,-0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-19,0,,,16.7,2.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-20,0,,,11.7,-2.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-21,0,,,17.2,3.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-22,0,,,14.4,1.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-23,5.8,,,7.2,-2.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-24,0,,,12.2,-3.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-25,0,,,18.3,0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-26,0,,,12.8,-0.6
